Attendance_Rate,Unexcused_Absence_Count,Unexcused_Absence_Rate,Late_Count,Consecutive_Unexcused_Absences,Days_Since_Last_Attended,Assignment_Missing_Rate,Assignment_Late_Count,Average_Score,Score_Trend,Has_Overdue_Invoice,Days_Overdue,Class_Progress_Ratio,Is_Dropout
0.7906,3,0.1765,1,3,9,0.1814,0,8.57,-0.9,0,0,0.6712,0
0.8718,1,0.0667,1,0,19,0.2376,0,4.8,-0.6,0,0,0.349,0
0.8794,2,0.087,0,2,14,0.2141,0,7.28,-0.96,0,0,0.8444,1
0.6353,2,0.2,3,0,13,0.1057,0,6.96,-0.31,1,14,0.2771,1
0.9793,0,0.0,0,0,0,0.0422,0,8.43,-0.64,0,0,0.143,0
0.8975,1,0.0556,0,0,7,0.0512,0,9.61,-0.09,0,0,0.163,0
0.866,3,0.1071,1,1,11,0.4051,2,6.34,-0.98,0,0,0.7554,0
0.8948,1,0.0714,0,1,18,0.455,2,8.74,-0.53,0,0,0.4932,0
0.7318,2,0.1,2,2,18,0.2283,1,5.81,-0.81,0,0,0.5908,0
0.9219,0,0.0,0,0,2,0.3042,1,6.91,-0.56,0,0,0.7405,0
0.5373,4,0.4444,3,4,8,0.5708,0,4.75,-1.33,0,0,0.372,1
0.962,0,0.0,0,0,3,0.0942,0,8.55,-0.17,0,0,0.5801,0
0.8321,2,0.1111,0,1,17,0.7505,1,5.18,-1.31,1,19,0.4197,1
0.6283,4,0.2667,2,0,13,0.3306,3,4.19,-0.28,0,0,0.3664,1
1.0,0,0.0,0,0,1,0.471,0,7.31,-0.64,1,41,0.5061,0
0.8948,2,0.0769,0,2,3,0.2172,0,9.65,-0.9,0,0,0.4568,0
1.0,0,0.0,1,0,0,0.0864,0,8.33,-1.33,0,0,0.4353,0
0.7135,3,0.1304,0,0,15,0.1532,1,3.11,-0.39,0,0,0.7182,1
0.6526,5,0.2273,1,4,15,0.5126,1,5.77,-1.0,0,0,0.2692,1
0.4845,4,0.3636,2,1,4,0.6498,1,4.56,-0.94,0,0,0.2922,1
0.5616,7,0.28,0,1,19,0.3723,0,6.57,-0.37,0,0,0.425,1
0.6552,4,0.2,1,1,2,0.5956,2,5.17,-1.37,0,0,0.4539,1
0.8389,3,0.12,2,1,18,0.1985,0,6.48,-0.53,0,0,0.3779,1
0.4209,3,0.5,0,3,14,0.6203,2,4.65,-2.33,1,5,0.5067,1
0.9188,1,0.0714,1,0,2,0.2381,1,7.04,-0.41,0,0,0.4415,0
0.8214,2,0.1818,2,1,16,0.03,0,8.19,-1.2,0,0,0.3982,0
0.9302,0,0.0,0,0,2,0.0931,0,10.0,-0.05,0,0,0.4665,0
0.7062,2,0.2,0,0,6,0.7176,1,5.89,-1.62,0,0,0.7956,1
0.9137,1,0.0455,0,1,3,0.119,1,6.14,0.07,1,27,0.3643,0
1.0,0,0.0,0,0,2,0.0144,0,8.19,1.45,0,0,0.745,1
0.9597,0,0.0,0,0,1,0.1854,1,6.23,-0.51,0,0,0.3352,0
0.9188,1,0.0345,0,0,2,0.0129,0,8.32,-0.83,0,0,0.5548,0
0.8888,2,0.0714,0,1,12,0.0882,0,10.0,0.37,0,0,0.0869,1
0.835,3,0.15,0,3,20,0.3033,0,4.72,-0.51,0,0,0.6219,1
0.8933,1,0.0714,0,1,3,0.255,0,6.05,0.12,0,0,0.4096,0
0.8147,1,0.1429,1,0,4,0.1731,0,5.77,-0.07,0,0,0.1934,0
0.6466,6,0.2857,3,2,8,0.2699,0,4.81,-0.58,0,0,0.3202,1
0.7532,4,0.1333,1,3,14,0.3459,0,5.87,-1.46,0,0,0.5633,1
0.9108,1,0.125,1,1,1,0.0174,1,8.34,-0.86,0,0,0.7121,0
0.8933,2,0.0667,1,2,16,0.4133,1,3.85,-0.71,1,16,0.3991,1
0.8975,1,0.0357,1,0,17,0.4485,2,8.39,-1.02,0,0,0.596,0
0.8751,2,0.0741,0,2,8,0.4387,0,5.55,-0.03,0,0,0.2488,0
0.9034,2,0.069,0,0,2,0.2513,1,7.68,0.02,1,19,0.6914,0
0.7458,4,0.1905,0,2,3,0.2094,0,6.15,-0.41,1,18,0.231,1
0.5896,5,0.25,0,1,8,0.5485,1,7.62,-1.81,1,12,0.5499,1
0.8433,2,0.1538,2,2,10,0.2118,2,7.6,-0.6,1,37,0.3365,1
0.8528,1,0.0625,0,1,18,0.2152,1,7.11,-0.99,1,30,0.345,1
0.9526,0,0.0,0,0,3,0.1417,0,8.51,-1.18,0,0,0.8264,0
0.7369,4,0.2105,0,0,5,0.3685,0,5.2,-1.19,1,9,0.3013,1
0.8726,1,0.1667,0,0,11,0.2437,1,7.08,-0.88,0,0,0.5333,1
0.8985,2,0.0769,0,0,19,0.3262,1,8.66,0.21,0,0,0.7632,0
0.9532,0,0.0,0,0,0,0.1305,0,8.27,-0.62,0,0,0.3509,0
0.9474,1,0.0588,0,1,2,0.0445,0,7.59,0.35,0,0,0.5375,0
0.9371,1,0.04,0,0,2,0.0754,0,7.89,-0.05,0,0,0.6417,0
0.2672,6,0.3333,2,4,12,0.7674,4,5.99,-2.49,0,0,0.6421,1
0.5979,2,0.3333,1,2,8,0.1949,0,4.25,-0.62,1,31,0.266,1
0.8139,1,0.125,1,1,5,0.0993,0,8.01,0.37,0,0,0.3381,0
0.7518,5,0.1852,0,2,6,0.2217,2,5.18,-0.77,0,0,0.2221,1
0.8597,2,0.087,0,0,19,0.3325,1,8.56,-0.7,0,0,0.7065,0
0.9272,0,0.0,0,0,0,0.2623,0,6.74,-1.32,0,0,0.6189,0
0.858,0,0.0,1,0,13,0.5961,3,7.36,-0.4,1,37,0.083,1
0.859,1,0.1111,1,1,19,0.3453,1,5.65,-1.35,0,0,0.6172,0
0.953,0,0.0,0,0,1,0.0346,0,6.98,0.28,0,0,0.676,0
0.7931,2,0.1818,0,0,16,0.2265,0,5.32,-0.2,0,0,0.5774,1
0.749,5,0.2174,1,3,10,0.5473,2,6.75,-1.11,0,0,0.3657,1
0.9419,1,0.0435,1,0,3,0.0111,0,8.31,-0.58,0,0,0.1785,0
0.8668,2,0.0714,1,0,6,0.2552,0,6.19,-1.24,0,0,0.6459,1
0.8119,3,0.1667,1,3,3,0.2571,0,6.13,-0.54,0,0,0.543,1
0.7079,1,0.25,0,0,5,0.4117,1,6.31,-0.06,0,0,0.2546,0
0.7079,2,0.2222,2,1,15,0.3035,0,6.32,-0.38,0,0,0.4967,0
0.7801,3,0.1579,2,1,7,0.0738,0,7.18,0.03,1,12,0.6126,0
0.6114,9,0.3103,1,6,6,0.8215,0,7.11,-2.43,0,0,0.6335,1
0.1546,6,0.5,7,3,5,0.6017,5,4.39,-2.68,1,24,0.3386,1
0.8769,1,0.0833,1,0,20,0.1151,0,6.88,0.48,0,0,0.4051,0
0.3562,9,0.5625,5,6,3,0.5671,2,3.68,-1.11,1,44,0.6707,1
0.5708,5,0.2632,0,2,1,0.5332,0,7.13,-0.93,1,26,0.7662,1
0.871,1,0.1,0,1,2,0.0548,0,7.44,-0.94,1,17,0.6901,0
0.7238,1,0.1667,0,0,6,0.3647,0,6.59,-0.33,0,0,0.4545,0
0.7489,5,0.2083,0,1,12,0.395,2,4.54,-1.41,0,0,0.3536,1
0.5639,8,0.2857,0,5,17,0.7502,1,5.33,-2.1,1,6,0.5369,1
0.7769,1,0.2,0,0,12,0.0385,0,6.69,0.33,0,0,0.711,1
0.4306,10,0.3333,3,3,16,0.5957,4,3.01,-1.73,0,0,0.5301,1
0.7636,5,0.1667,0,1,7,0.1395,0,6.93,-0.86,0,0,0.7469,0
0.3797,7,0.2917,5,6,12,0.6598,0,4.08,-1.24,1,45,0.3303,1
1.0,0,0.0,0,0,0,0.1632,0,7.14,-1.07,0,0,0.2011,0
0.8575,1,0.1667,1,1,15,0.3391,0,7.8,-0.94,0,0,0.1834,0
0.9942,0,0.0,0,0,3,0.0987,1,6.78,0.29,0,0,0.512,0
0.7335,3,0.2727,0,1,20,0.2018,0,7.11,-0.88,0,0,0.6399,1
0.4878,3,0.2727,4,3,19,0.7776,3,3.62,-2.06,1,16,0.4337,1
0.7819,4,0.1333,1,2,7,0.8288,4,2.81,-1.04,0,0,0.8303,1
0.8358,1,0.1111,0,0,3,0.5001,0,5.65,-1.35,0,0,0.4378,0
0.6188,6,0.2727,6,2,16,0.5407,2,5.17,-1.08,1,39,0.5881,1
0.6368,9,0.3,0,9,15,0.2483,2,7.15,-0.66,0,0,0.1905,1
0.8466,2,0.1538,3,1,14,0.3593,0,8.59,-0.23,1,10,0.3844,0
0.8963,1,0.0435,0,1,3,0.0132,0,9.26,-0.17,0,0,0.5669,0
0.8806,1,0.0417,0,1,12,0.6243,1,3.56,-1.65,1,16,0.5871,1
0.8813,1,0.0667,0,1,19,0.1221,0,7.68,-0.57,0,0,0.4986,0
0.6429,7,0.3043,1,4,5,0.3082,2,5.23,-0.51,0,0,0.9125,1
0.7872,2,0.1818,1,1,7,0.1932,2,5.17,0.12,0,0,0.6915,0
0.5881,2,0.2857,2,0,1,0.4257,1,3.53,-1.95,0,0,0.6069,1
0.9188,1,0.0417,2,1,3,0.0623,0,8.17,-0.54,0,0,0.3061,0
0.8554,1,0.2,0,0,2,0.5812,0,7.68,-1.23,0,0,0.3888,1
0.7236,4,0.2222,0,2,19,0.4284,1,5.99,-0.46,1,28,0.4378,1
0.8376,3,0.1154,1,2,4,0.2809,2,8.0,-0.31,0,0,0.4941,1
0.6819,3,0.1579,0,1,18,0.3745,0,7.91,-1.62,1,37,0.4648,1
0.8566,1,0.0833,1,1,11,0.3867,2,8.91,-0.73,0,0,0.5288,1
0.7468,1,0.25,0,0,19,0.3224,1,6.84,-0.94,0,0,0.6979,1
0.8366,2,0.1538,1,1,12,0.3088,2,8.36,1.06,0,0,0.213,0
0.9058,2,0.0714,0,0,0,0.2621,0,7.09,0.07,1,17,0.9079,0
0.4464,1,0.25,2,1,12,0.6283,4,4.56,-2.31,1,21,0.3293,1
0.7586,1,0.1667,0,0,7,0.5925,1,4.55,-0.79,0,0,0.5997,1
0.9362,1,0.0714,0,0,3,0.0735,0,8.3,0.45,0,0,0.6975,0
0.7366,5,0.1667,2,3,9,0.03,0,9.12,0.35,0,0,0.1775,0
1.0,0,0.0,0,0,2,0.0188,0,8.5,0.24,0,0,0.7814,0
0.7932,2,0.125,0,0,19,0.1247,0,8.41,-1.62,0,0,0.2068,0
0.9376,1,0.05,0,0,2,0.3408,0,3.5,-0.51,0,0,0.5728,0
0.9784,0,0.0,0,0,3,0.0266,0,7.4,-0.91,0,0,0.4973,0
0.575,2,0.25,2,1,8,0.51,1,4.29,-1.57,1,24,0.7612,1
0.6072,7,0.3182,1,0,3,0.3081,0,4.3,-0.65,0,0,0.6333,1
0.7544,4,0.1481,0,3,14,0.4446,0,8.47,-0.38,0,0,0.3,0
0.6795,7,0.25,1,4,15,0.44,2,5.49,-1.72,1,6,0.6446,1
0.8192,3,0.15,0,2,6,0.4225,2,5.75,-1.32,0,0,0.3497,1
0.8603,2,0.0741,0,1,17,0.0656,0,9.34,-0.28,0,0,0.5447,0
0.8746,0,0.0,0,0,5,0.2394,0,7.9,-1.37,0,0,0.4859,0
0.6812,1,0.2,2,1,17,0.3251,1,6.05,-1.24,0,0,0.4566,1
0.9803,0,0.0,0,0,1,0.129,0,8.23,-0.26,0,0,0.562,0
0.6596,5,0.2632,0,4,2,0.3638,3,6.5,-1.4,0,0,0.6766,0
1.0,0,0.0,0,0,3,0.0648,1,8.87,-0.13,0,0,0.4521,0
0.7382,4,0.2105,0,4,19,0.3649,1,3.59,-1.1,0,0,0.4274,0
0.9139,2,0.0769,1,0,0,0.149,1,7.66,-0.48,0,0,0.4178,0
0.7416,2,0.125,3,0,5,0.0958,0,5.97,-1.15,0,0,0.6732,0
0.9512,0,0.0,0,0,2,0.0653,1,8.15,0.12,0,0,0.6918,0
0.7677,3,0.15,0,2,19,0.62,3,7.55,-0.68,1,25,0.4372,0
0.8489,1,0.1,0,1,4,0.1557,0,5.07,0.49,1,21,0.05,1
0.5737,6,0.2857,1,5,9,0.8497,1,2.44,-1.74,0,0,0.4833,1
0.9057,1,0.0667,0,1,0,0.2129,3,7.38,-1.03,0,0,0.2214,0
0.8811,1,0.1111,0,1,17,0.1172,2,8.23,-0.14,0,0,0.3657,0
0.5074,8,0.4444,1,5,4,0.5881,0,3.99,-1.71,0,0,0.2952,1
0.9878,0,0.0,0,0,0,0.2871,3,6.6,-0.56,0,0,0.5613,0
0.6895,3,0.2,0,1,4,0.4772,0,8.14,-0.43,1,29,0.7246,1
0.3036,6,0.5,2,3,18,0.6491,5,3.23,-2.26,1,45,0.6735,1
0.9159,1,0.0833,0,1,3,0.1687,2,8.58,-0.72,0,0,0.6181,0
0.5614,4,0.3636,3,2,8,0.5987,2,6.41,-1.83,0,0,0.5737,1
0.7889,4,0.1538,0,3,14,0.0358,0,7.62,0.42,0,0,0.2184,1
0.5222,8,0.2759,1,4,1,0.7082,2,3.51,-1.28,0,0,0.4375,1
0.9631,0,0.0,0,0,1,0.0448,0,8.5,0.59,0,0,0.6751,0
0.8988,2,0.08,1,2,6,0.2818,4,5.89,-0.77,1,20,0.1639,1
0.9125,1,0.0333,0,1,0,0.2254,0,7.54,0.09,0,0,0.6665,0
0.971,0,0.0,0,0,3,0.0185,0,7.06,-0.1,0,0,0.5975,0
0.9246,1,0.05,1,0,1,0.0674,0,8.55,-0.84,0,0,0.0636,0
1.0,0,0.0,0,0,1,0.0329,0,8.59,-0.06,0,0,0.5598,0
0.8803,0,0.0,2,0,12,0.6145,2,4.42,-1.11,0,0,0.6655,1
0.9423,1,0.0385,0,0,2,0.1431,1,8.45,-0.44,0,0,0.6216,0
0.6921,4,0.2667,0,2,4,0.1736,0,5.26,-1.05,0,0,0.862,1
0.743,5,0.2381,0,4,12,0.3368,1,5.2,-1.34,0,0,0.6848,1
0.9246,2,0.0833,1,1,2,0.1452,0,7.68,-0.91,0,0,0.6904,0
0.8608,2,0.0952,0,2,2,0.1202,0,7.47,-0.28,0,0,0.2576,0
0.7916,2,0.1111,0,1,11,0.2204,0,8.21,-0.87,0,0,0.4228,0
0.8368,3,0.1071,1,3,5,0.4191,2,6.95,-1.63,0,0,0.7774,0
0.789,2,0.1,0,2,19,0.4091,1,3.83,-0.53,1,7,0.7611,1
0.5293,10,0.4,1,8,5,0.7377,3,5.27,-0.38,1,20,0.4758,1
0.7302,3,0.1765,0,1,20,0.1818,0,6.3,-0.59,0,0,0.7219,1
0.948,0,0.0,0,0,1,0.247,0,7.86,-0.6,0,0,0.6927,0
0.7738,3,0.1304,1,2,16,0.0947,0,6.33,-0.31,0,0,0.1665,1
0.7491,3,0.1304,2,0,14,0.05,0,7.61,-0.67,0,0,0.3148,0
0.6382,5,0.2174,0,2,1,0.4551,1,6.16,-0.45,0,0,0.8311,1
0.7497,2,0.1333,2,2,14,0.1462,1,6.83,-0.7,0,0,0.5666,1
0.704,2,0.2222,1,2,12,0.3158,1,8.26,-1.0,0,0,0.3146,0
0.6512,7,0.2593,2,3,15,0.1886,2,6.63,-1.32,0,0,0.7419,1
0.815,1,0.2,2,1,4,0.2547,0,6.3,-0.77,0,0,0.5519,0
0.883,0,0.0,1,0,3,0.247,1,7.14,0.25,0,0,0.8211,0
0.6298,2,0.25,1,2,1,0.44,0,6.69,-1.39,1,2,0.577,1
0.3725,11,0.5,2,5,11,0.5885,2,5.76,-1.11,1,10,0.4557,1
0.9305,0,0.0,0,0,1,0.2559,0,4.81,0.14,1,19,0.635,0
0.7106,4,0.1739,0,4,7,0.3677,2,7.51,-0.52,0,0,0.2842,1
0.9566,1,0.0385,0,0,0,0.0786,1,7.58,-1.17,0,0,0.4239,0
0.9284,1,0.0556,1,1,2,0.0547,0,8.32,0.31,0,0,0.2694,0
0.7756,4,0.1818,1,1,8,0.365,4,7.54,-1.49,0,0,0.356,0
0.9175,1,0.0588,0,1,1,0.0161,0,8.56,-0.14,0,0,0.3938,0
0.563,4,0.3077,2,2,5,0.661,3,4.5,-1.42,1,8,0.5647,1
0.999,0,0.0,0,0,1,0.1617,1,8.09,-1.05,0,0,0.3273,0
0.4434,6,0.3333,3,1,7,0.7723,3,5.64,-1.59,0,0,0.252,1
0.796,1,0.1,0,0,3,0.3034,0,6.22,-1.3,0,0,0.4656,0
0.806,3,0.125,2,0,19,0.3006,2,8.15,-0.54,0,0,0.2599,0
0.8952,1,0.0588,0,0,9,0.1877,2,8.62,-1.12,0,0,0.1622,1
0.5762,4,0.2222,2,0,19,0.4809,1,4.69,-1.23,1,23,0.3874,1
0.939,1,0.0588,0,0,2,0.0387,0,6.87,0.3,0,0,0.5034,0
0.9599,1,0.0476,0,1,1,0.0578,0,8.8,-1.2,0,0,0.6038,0
0.8693,1,0.0455,0,0,9,0.1062,0,6.49,0.09,0,0,0.4982,0
0.9829,0,0.0,0,0,1,0.03,0,7.56,0.25,0,0,0.5755,0
0.4338,9,0.375,2,3,11,0.4119,1,6.87,-1.24,0,0,0.5721,1
0.6407,9,0.3,3,4,8,0.1857,0,6.13,0.2,0,0,0.4966,1
0.8887,0,0.0,0,0,8,0.1701,0,5.98,-0.6,0,0,0.2385,0
0.5726,3,0.2308,1,1,2,0.8681,2,5.93,-1.06,0,0,0.5477,1
0.915,1,0.037,0,0,1,0.0355,0,8.43,-1.14,0,0,0.672,0
0.9106,2,0.087,0,0,3,0.0609,0,7.61,-0.05,0,0,0.4356,0
0.6493,3,0.1667,2,3,4,0.1815,0,7.4,-0.36,0,0,0.5028,0
0.854,2,0.0952,0,1,11,0.1511,0,6.28,0.11,0,0,0.7133,1
0.9276,1,0.0435,0,1,3,0.025,0,7.66,-0.11,0,0,0.6299,0
0.8019,3,0.1667,2,1,16,0.2612,1,4.88,0.28,1,6,0.6348,1
0.9596,0,0.0,2,0,2,0.22,1,8.54,-0.24,0,0,0.5002,0
0.8998,1,0.0909,0,0,10,0.1587,0,5.47,-0.52,1,25,0.4876,0
0.598,1,0.25,1,1,17,0.417,1,8.09,-1.5,0,0,0.4664,0
0.8712,1,0.0526,3,0,8,0.4803,2,6.87,-0.67,0,0,0.7029,1
0.7801,3,0.125,0,1,16,0.435,0,6.56,-1.37,1,37,0.6744,1
0.4146,5,0.3333,3,4,7,0.8108,3,3.21,-1.3,1,19,0.211,1
0.7684,1,0.1667,0,0,7,0.5841,1,5.11,-1.35,1,43,0.7684,1
0.4938,9,0.3103,0,6,19,0.6911,3,4.32,-1.91,1,10,0.6056,1
0.6712,1,0.25,1,0,20,0.5705,2,5.15,-1.25,1,10,0.4684,1
0.8297,3,0.1429,1,2,5,0.3834,2,4.97,-1.27,0,0,0.5189,1
0.657,3,0.2143,1,2,7,0.2688,1,5.02,-0.48,0,0,0.9165,1
0.9212,0,0.0,0,0,3,0.0105,0,7.92,-0.84,0,0,0.4485,0
0.7465,4,0.2,1,1,19,0.1241,1,6.49,-0.27,0,0,0.6099,0
0.6547,6,0.3,1,4,15,0.05,1,5.26,-0.85,0,0,0.593,1
0.8397,0,0.0,0,0,3,0.3074,3,6.65,-0.82,0,0,0.2946,0
0.9494,1,0.0435,0,1,1,0.075,0,8.33,-0.42,0,0,0.1855,0
0.9004,2,0.0909,0,0,2,0.1342,1,7.35,-0.48,0,0,0.9012,0
0.6462,2,0.3333,3,0,19,0.4071,1,7.16,-0.34,0,0,0.3808,0
0.7771,2,0.1111,2,2,2,0.5848,1,4.71,-1.49,0,0,0.4477,1
0.9014,3,0.1,0,0,0,0.0809,0,8.9,0.34,0,0,0.6518,0
0.8977,1,0.0588,0,1,11,0.1654,0,9.65,-0.11,0,0,0.6723,0
0.9661,0,0.0,0,0,0,0.0577,0,7.96,-0.58,0,0,0.4454,0
0.8809,1,0.0769,0,1,20,0.2065,0,9.26,-0.89,0,0,0.8046,1
0.5711,7,0.3889,1,3,18,0.3764,2,6.14,-1.41,0,0,0.4128,1
0.9331,1,0.0476,0,1,2,0.0883,0,7.83,0.73,0,0,0.2602,0
0.8241,3,0.1667,0,3,4,0.0172,0,8.71,-0.59,0,0,0.2942,0
0.9952,0,0.0,0,0,3,0.0903,1,7.89,-0.67,0,0,0.3966,0
0.7257,4,0.2353,0,1,7,0.0552,0,6.44,-0.98,0,0,0.5485,0
0.6681,2,0.2,2,2,16,0.6687,4,4.71,-1.16,0,0,0.1981,1
0.6529,1,0.25,2,1,8,0.5211,0,4.85,-1.97,0,0,0.3078,1
0.771,2,0.1538,1,0,9,0.2306,0,6.93,-0.13,0,0,0.3282,1
0.7644,2,0.1667,1,2,16,0.272,0,5.71,-0.18,0,0,0.2625,0
0.8922,1,0.0476,1,0,6,0.0428,0,8.91,-1.34,0,0,0.5669,0
0.8107,3,0.1111,0,1,17,0.1858,1,5.44,-0.26,1,17,0.1677,1
0.7482,2,0.125,2,2,1,0.52,2,7.8,-1.23,0,0,0.7459,1
0.6429,4,0.2857,1,4,6,0.7277,2,7.29,-2.1,0,0,0.5423,1
0.8538,3,0.1071,0,3,5,0.3976,1,6.18,-1.0,1,41,0.2423,1
0.982,0,0.0,0,0,2,0.1054,0,9.54,-0.35,0,0,0.4415,0
0.7782,2,0.125,0,0,14,0.3453,0,5.61,-1.09,0,0,0.4619,0
0.7834,4,0.1429,0,2,13,0.3063,1,7.49,0.12,0,0,0.475,0
0.9642,0,0.0,0,0,0,0.1019,0,8.64,-0.03,0,0,0.3524,0
0.9493,0,0.0,0,0,1,0.307,1,7.18,-1.33,1,27,0.6261,0
0.7932,3,0.125,1,2,9,0.2592,1,5.33,-0.47,1,22,0.2377,1
0.7013,2,0.1333,0,2,13,0.2448,1,5.93,-0.67,1,45,0.4043,0
0.7221,2,0.2,1,0,18,0.7215,2,3.86,-1.4,0,0,0.148,1
0.7563,5,0.1667,1,1,9,0.2065,0,7.16,-1.64,0,0,0.2851,0
0.5502,9,0.3913,1,7,2,0.6169,5,5.96,-2.18,0,0,0.3124,1
0.8901,2,0.1,1,2,19,0.325,1,8.02,-1.36,0,0,0.4206,0
0.6671,5,0.2,0,3,3,0.1366,0,5.93,-0.61,1,29,0.3464,0
0.6487,2,0.25,1,0,8,0.6904,1,4.08,-0.95,1,41,0.6825,1
0.7088,2,0.25,4,1,4,0.6951,4,5.8,-0.88,0,0,0.6327,0
0.8875,1,0.1429,0,1,9,0.0833,0,8.68,-0.1,0,0,0.1585,0
0.4694,10,0.3704,0,4,6,0.3947,0,3.9,-1.07,1,7,0.6244,1
0.6605,8,0.3077,1,5,11,0.7025,2,7.16,-0.4,0,0,0.2415,1
0.6974,4,0.16,1,1,5,0.2228,0,5.43,-0.04,1,25,0.6105,0
0.6797,4,0.1905,0,0,17,0.2922,0,6.05,-0.5,1,34,0.6508,1
0.7866,1,0.125,4,1,16,0.62,2,7.42,-0.93,0,0,0.7273,1
0.7198,2,0.1667,1,2,1,0.2737,0,6.73,-0.22,1,39,0.3878,1
0.9098,2,0.0769,0,1,3,0.093,0,9.05,-0.41,0,0,0.4088,0
0.7682,3,0.1034,0,1,15,0.6307,0,5.99,-0.83,0,0,0.4241,1
0.9947,0,0.0,0,0,1,0.1142,0,7.43,-0.26,0,0,0.7162,0
0.662,3,0.2,0,3,10,0.3483,2,7.53,-1.46,0,0,0.359,1
0.4208,9,0.5,1,5,18,0.7845,5,5.34,-1.96,0,0,0.6247,1
0.9523,1,0.05,0,0,2,0.1351,2,7.64,0.36,0,0,0.5183,0
0.9644,1,0.0417,0,1,3,0.0065,0,7.69,-0.58,0,0,0.1986,0
0.7582,2,0.1176,0,1,20,0.2946,0,6.94,-1.88,0,0,0.4125,0
0.7423,6,0.2222,1,2,20,0.1263,0,7.97,-0.82,0,0,0.2348,1
0.776,5,0.1667,0,2,14,0.3608,0,6.97,-0.32,0,0,0.8631,1
0.7976,3,0.1034,1,1,4,0.5306,2,5.43,-0.59,1,30,0.6181,1
0.8741,1,0.0625,1,0,17,0.4715,1,7.0,-1.57,0,0,0.3607,1
0.771,1,0.1111,1,1,18,0.6214,0,4.02,-1.1,0,0,0.7144,1
0.6439,5,0.3125,2,4,13,0.2148,1,7.62,-1.34,0,0,0.5915,1
0.7446,4,0.2222,0,0,18,0.3923,0,6.67,-0.5,0,0,0.3093,1
0.9083,1,0.1111,0,0,0,0.1529,2,8.98,-1.22,0,0,0.5378,0
0.4976,5,0.3333,1,5,14,0.5677,3,6.47,-2.34,0,0,0.7965,1
0.8147,1,0.0769,1,1,7,0.1449,0,7.61,-0.66,0,0,0.4136,0
0.8978,0,0.0,0,0,4,0.2689,1,6.72,-0.54,0,0,0.1361,1
0.6574,3,0.2308,0,2,15,0.1819,0,10.0,-0.61,0,0,0.7482,1
0.6729,6,0.2143,0,1,13,0.3356,1,5.63,-0.14,1,13,0.7209,1
0.9288,1,0.0909,1,1,1,0.0873,1,8.28,0.43,0,0,0.55,0
0.6684,6,0.2727,3,3,17,0.4053,1,4.95,-1.65,1,32,0.7635,1
0.7004,6,0.25,0,1,3,0.4307,7,5.57,-0.26,0,0,0.5743,0
0.8505,2,0.069,0,2,9,0.3249,1,5.93,-0.87,0,0,0.7733,1
0.7187,4,0.1739,1,0,10,0.2689,1,6.05,-1.36,0,0,0.7608,0
0.6713,1,0.25,2,0,7,0.4932,0,5.08,-1.44,1,12,0.7542,1
0.4325,4,0.4444,1,3,9,0.5271,1,5.31,-2.26,0,0,0.3089,1
0.8249,1,0.125,0,1,3,0.3695,1,5.21,-1.01,1,14,0.3256,1
0.8419,1,0.125,1,0,1,0.1828,2,6.62,-1.12,0,0,0.6575,0
0.6405,9,0.3,1,9,6,0.3093,1,6.37,-1.53,0,0,0.6567,1
0.9129,2,0.0909,0,1,3,0.0686,0,7.08,-0.36,0,0,0.5375,0
0.83,1,0.1,0,0,2,0.1001,0,6.94,-0.67,0,0,0.7911,0
0.4114,5,0.3125,0,1,17,0.7043,2,3.75,-2.63,1,24,0.1117,1
0.8558,0,0.0,0,0,7,0.2012,0,9.62,-0.25,0,0,0.2401,0
1.0,0,0.0,0,0,2,0.1051,0,8.14,-0.42,0,0,0.7913,0
0.6815,1,0.25,3,0,10,0.2396,1,6.85,-0.48,0,0,0.6149,0
0.7966,2,0.1818,0,0,17,0.4964,2,5.15,-1.12,1,40,0.5231,1
0.8579,2,0.0741,0,0,14,0.517,3,3.85,-0.38,0,0,0.4826,1
0.697,3,0.1765,0,2,20,0.2906,1,3.69,-0.37,1,13,0.3751,1
0.6744,3,0.3,0,3,13,0.4506,1,7.35,-1.47,0,0,0.5998,1
0.9139,0,0.0,2,0,1,0.0653,0,8.86,-0.92,0,0,0.2236,0
0.8422,1,0.05,1,0,19,0.2684,1,5.56,-1.29,1,13,0.5961,1
0.7541,4,0.1538,1,0,2,0.151,0,8.96,-0.53,0,0,0.3745,1
0.9775,0,0.0,0,0,3,0.0637,1,9.55,1.07,0,0,0.553,1
0.7735,2,0.1333,1,1,4,0.0869,1,7.58,-0.19,0,0,0.799,0
0.783,3,0.1429,0,3,6,0.7,2,6.86,-1.49,1,3,0.5141,1
0.6933,2,0.1818,1,1,20,0.343,0,5.74,-1.42,1,40,0.524,1
0.6895,3,0.2308,1,1,12,0.1742,0,7.2,-0.23,0,0,0.5594,0
0.8928,0,0.0,1,0,15,0.148,0,7.0,-1.17,0,0,0.3333,0
0.9524,0,0.0,0,0,0,0.1212,0,7.6,-1.14,0,0,0.7434,0
0.7231,1,0.25,1,1,5,0.3445,0,4.99,-0.6,0,0,0.207,1
0.8748,2,0.087,1,2,12,0.2318,0,7.19,-0.8,0,0,0.1933,0
0.7449,3,0.1765,1,0,20,0.394,1,3.56,-0.49,0,0,0.538,1
0.955,1,0.037,0,0,0,0.1524,0,9.17,-0.16,0,0,0.5517,0
0.8046,5,0.1786,1,1,20,0.9172,3,5.97,-1.82,0,0,0.2848,1
