Lead_Source,Occupation,Study_Purpose,Course_Interested,Last_Engagement_Status,Call_Attempt_Count,Days_Since_Created,Converted,_bin
tiktok,working_professional,career_advancement,communication_english,not_answering,2,3.0,1,2-3
tiktok,student_y3_y4,study_abroad,ielts,rejected,3,6.0,1,2-3
google_ads,student_y3_y4,study_abroad,communication_english,not_answering,3,24.0,1,2-3
google_ads,,career_advancement,frontend,positive_interaction,1,10.0,0,1
referral,working_professional,career_advancement,communication_english,not_answering,4,10.0,0,4-5
facebook,student_y1_y2,pass_exam,toeic,busy_call_back,3,1.0,0,2-3
facebook,student_y1_y2,hobby,backend_nodejs,rejected,1,7.0,0,1
facebook,parent_enrolling,hobby,kids_english,not_answering,2,18.0,0,2-3
tiktok,unemployed,hobby,data_analysis,not_answering,3,1.0,0,2-3
google_ads,parent_enrolling,study_abroad,kids_english,positive_interaction,3,2.0,1,2-3
tiktok,student_y3_y4,career_advancement,backend_nodejs,not_answering,6,,0,6+
tiktok,working_professional,career_advancement,toeic,not_answering,4,5.0,0,4-5
facebook,unemployed,career_advancement,communication_english,rejected,2,0.0,0,2-3
website_organic,student_y3_y4,career_advancement,toeic,busy_call_back,7,33.0,0,6+
tiktok,student_y1_y2,hobby,communication_english,positive_interaction,4,2.0,1,4-5
facebook,parent_enrolling,pass_exam,ielts,not_answering,1,9.0,1,1
facebook,student_y1_y2,career_advancement,communication_english,not_answering,1,9.0,0,1
facebook,working_professional,career_advancement,frontend,busy_call_back,2,9.0,0,2-3
facebook,working_professional,career_advancement,communication_english,positive_interaction,1,30.0,0,1
facebook,working_professional,career_advancement,communication_english,not_answering,3,42.0,1,2-3
referral,student_y3_y4,study_abroad,ielts,wrong_number,2,13.0,1,2-3
google_ads,working_professional,company_training,toeic,positive_interaction,7,2.0,1,6+
facebook,student_y1_y2,career_advancement,toeic,interested_need_time,3,16.0,1,2-3
tiktok,unemployed,study_abroad,toeic,busy_call_back,2,2.0,0,2-3
google_ads,student_y1_y2,pass_exam,communication_english,interested_need_time,7,7.0,1,6+
referral,working_professional,career_advancement,frontend,positive_interaction,3,4.0,1,2-3
tiktok,working_professional,company_training,communication_english,not_answering,1,1.0,0,1
google_ads,student_y1_y2,pass_exam,toeic,wrong_number,1,4.0,0,1
facebook,student_y1_y2,career_advancement,communication_english,busy_call_back,4,1.0,1,4-5
other,working_professional,career_advancement,toeic,rejected,3,0.0,1,2-3
tiktok,student_y1_y2,study_abroad,ielts,rejected,3,0.0,0,2-3
referral,student_y1_y2,pass_exam,toeic,not_answering,5,7.0,0,4-5
facebook,student_y3_y4,hobby,toeic,busy_call_back,4,4.0,0,4-5
website_organic,parent_enrolling,hobby,kids_english,interested_need_time,5,2.0,1,4-5
google_ads,working_professional,career_advancement,data_analysis,interested_need_time,4,24.0,0,4-5
facebook,student_y3_y4,pass_exam,toeic,positive_interaction,4,,1,4-5
google_ads,parent_enrolling,hobby,ielts,not_answering,1,24.0,0,1
tiktok,student_y3_y4,career_advancement,toeic,interested_need_time,3,25.0,0,2-3
facebook,student_y3_y4,pass_exam,toeic,rejected,2,6.0,0,2-3
google_ads,,hobby,ielts,rejected,3,0.0,0,2-3
website_organic,student_y3_y4,study_abroad,toeic,not_answering,2,,1,2-3
facebook,student_y3_y4,pass_exam,communication_english,rejected,3,23.0,0,2-3
google_ads,working_professional,career_advancement,toeic,not_answering,2,3.0,1,2-3
google_ads,student_y1_y2,hobby,ielts,interested_need_time,3,2.0,1,2-3
facebook,working_professional,career_advancement,communication_english,not_answering,2,5.0,0,2-3
referral,student_y1_y2,study_abroad,ielts,interested_need_time,6,0.0,0,6+
tiktok,student_y3_y4,study_abroad,ielts,not_answering,2,1.0,1,2-3
facebook,student_y1_y2,pass_exam,toeic,not_answering,4,30.0,0,4-5
other,working_professional,career_advancement,ielts,busy_call_back,3,5.0,1,2-3
website_organic,working_professional,career_advancement,data_analysis,rejected,2,9.0,1,2-3
facebook,student_y3_y4,pass_exam,communication_english,interested_need_time,5,5.0,1,4-5
website_organic,student_y1_y2,pass_exam,toeic,positive_interaction,6,0.0,1,6+
facebook,student_y1_y2,career_advancement,communication_english,positive_interaction,4,6.0,1,4-5
other,unemployed,career_advancement,communication_english,busy_call_back,6,0.0,0,6+
tiktok,student_y3_y4,hobby,toeic,not_answering,2,11.0,1,2-3
tiktok,working_professional,career_advancement,toeic,not_answering,6,41.0,0,6+
facebook,student_y3_y4,pass_exam,communication_english,busy_call_back,5,4.0,1,4-5
website_organic,student_y1_y2,study_abroad,ielts,rejected,4,1.0,1,4-5
facebook,working_professional,company_training,toeic,not_answering,5,9.0,0,4-5
facebook,student_y3_y4,career_advancement,toeic,positive_interaction,4,24.0,1,4-5
facebook,student_y1_y2,pass_exam,communication_english,positive_interaction,3,4.0,0,2-3
tiktok,parent_enrolling,pass_exam,kids_english,rejected,3,24.0,0,2-3
facebook,student_y1_y2,pass_exam,communication_english,not_answering,2,0.0,1,2-3
referral,student_y3_y4,pass_exam,communication_english,rejected,4,51.0,0,4-5
tiktok,student_y3_y4,career_advancement,communication_english,interested_need_time,2,6.0,1,2-3
facebook,student_y3_y4,pass_exam,ielts,interested_need_time,4,11.0,1,4-5
facebook,working_professional,career_advancement,ielts,positive_interaction,3,15.0,0,2-3
facebook,student_y1_y2,career_advancement,toeic,not_answering,2,4.0,1,2-3
google_ads,parent_enrolling,hobby,kids_english,positive_interaction,1,8.0,1,1
website_organic,working_professional,career_advancement,toeic,interested_need_time,2,13.0,1,2-3
facebook,parent_enrolling,study_abroad,kids_english,positive_interaction,3,8.0,1,2-3
website_organic,unemployed,study_abroad,communication_english,wrong_number,2,11.0,0,2-3
facebook,parent_enrolling,study_abroad,kids_english,interested_need_time,1,5.0,0,1
website_organic,working_professional,company_training,toeic,not_answering,2,7.0,0,2-3
referral,student_y3_y4,pass_exam,communication_english,not_answering,2,2.0,1,2-3
tiktok,student_y3_y4,pass_exam,toeic,wrong_number,2,1.0,1,2-3
tiktok,working_professional,career_advancement,communication_english,interested_need_time,2,32.0,1,2-3
website_organic,student_y3_y4,pass_exam,toeic,wrong_number,4,19.0,0,4-5
facebook,working_professional,company_training,ielts,busy_call_back,4,32.0,0,4-5
facebook,student_y1_y2,study_abroad,ielts,interested_need_time,7,0.0,1,6+
facebook,unemployed,study_abroad,communication_english,wrong_number,1,39.0,0,1
google_ads,student_y1_y2,hobby,communication_english,positive_interaction,2,5.0,1,2-3
tiktok,parent_enrolling,pass_exam,kids_english,busy_call_back,1,38.0,0,1
google_ads,student_y1_y2,pass_exam,communication_english,not_answering,3,3.0,1,2-3
website_organic,student_y1_y2,pass_exam,ielts,wrong_number,1,0.0,0,1
facebook,unemployed,hobby,data_analysis,positive_interaction,2,8.0,0,2-3
tiktok,unemployed,study_abroad,communication_english,busy_call_back,3,21.0,0,2-3
facebook,working_professional,career_advancement,frontend,interested_need_time,2,9.0,1,2-3
facebook,parent_enrolling,pass_exam,kids_english,not_answering,3,1.0,0,2-3
tiktok,student_y3_y4,pass_exam,toeic,busy_call_back,3,2.0,0,2-3
other,unemployed,study_abroad,frontend,not_answering,5,1.0,1,4-5
google_ads,student_y3_y4,study_abroad,toeic,not_answering,2,18.0,1,2-3
facebook,student_y3_y4,pass_exam,communication_english,positive_interaction,2,8.0,1,2-3
google_ads,student_y3_y4,pass_exam,toeic,busy_call_back,3,0.0,1,2-3
facebook,student_y1_y2,pass_exam,toeic,positive_interaction,1,4.0,1,1
website_organic,working_professional,career_advancement,toeic,busy_call_back,1,12.0,0,1
tiktok,working_professional,career_advancement,communication_english,not_answering,3,5.0,1,2-3
facebook,student_y1_y2,study_abroad,ielts,busy_call_back,2,,0,2-3
facebook,parent_enrolling,hobby,communication_english,not_answering,1,9.0,1,1
facebook,student_y3_y4,career_advancement,communication_english,positive_interaction,4,3.0,1,4-5
other,student_y1_y2,study_abroad,communication_english,rejected,5,2.0,0,4-5
google_ads,working_professional,pass_exam,ielts,positive_interaction,1,12.0,1,1
tiktok,student_y1_y2,study_abroad,communication_english,positive_interaction,3,13.0,1,2-3
google_ads,student_y1_y2,career_advancement,toeic,wrong_number,8,47.0,0,6+
google_ads,working_professional,career_advancement,data_analysis,positive_interaction,2,3.0,1,2-3
facebook,student_y1_y2,career_advancement,toeic,interested_need_time,4,41.0,0,4-5
referral,student_y1_y2,pass_exam,toeic,positive_interaction,1,4.0,1,1
facebook,,career_advancement,ielts,busy_call_back,6,10.0,0,6+
google_ads,student_y1_y2,hobby,toeic,not_answering,1,0.0,0,1
tiktok,unemployed,career_advancement,backend_nodejs,positive_interaction,2,32.0,0,2-3
google_ads,working_professional,company_training,data_analysis,positive_interaction,7,0.0,1,6+
referral,student_y1_y2,pass_exam,toeic,not_answering,4,1.0,1,4-5
facebook,student_y3_y4,career_advancement,communication_english,rejected,2,10.0,0,2-3
google_ads,student_y1_y2,pass_exam,frontend,not_answering,4,10.0,0,4-5
google_ads,working_professional,company_training,ielts,positive_interaction,5,19.0,1,4-5
google_ads,student_y1_y2,study_abroad,ielts,rejected,3,6.0,1,2-3
facebook,parent_enrolling,hobby,communication_english,busy_call_back,1,7.0,0,1
facebook,student_y1_y2,hobby,ielts,rejected,2,55.0,0,2-3
facebook,working_professional,career_advancement,communication_english,positive_interaction,6,6.0,1,6+
facebook,student_y1_y2,pass_exam,frontend,positive_interaction,1,10.0,1,1
google_ads,student_y1_y2,pass_exam,communication_english,rejected,2,24.0,1,2-3
google_ads,student_y3_y4,hobby,backend_nodejs,positive_interaction,1,23.0,1,1
google_ads,working_professional,pass_exam,data_analysis,busy_call_back,1,7.0,0,1
google_ads,,pass_exam,communication_english,positive_interaction,3,9.0,1,2-3
google_ads,student_y1_y2,pass_exam,toeic,busy_call_back,2,4.0,1,2-3
facebook,student_y1_y2,hobby,communication_english,busy_call_back,1,5.0,0,1
google_ads,student_y3_y4,study_abroad,ielts,not_answering,1,32.0,0,1
facebook,student_y3_y4,study_abroad,toeic,busy_call_back,1,9.0,1,1
facebook,unemployed,hobby,frontend,positive_interaction,1,17.0,0,1
google_ads,parent_enrolling,study_abroad,ielts,rejected,1,0.0,0,1
google_ads,unemployed,study_abroad,frontend,rejected,4,1.0,0,4-5
facebook,student_y1_y2,study_abroad,ielts,not_answering,1,2.0,0,1
google_ads,student_y3_y4,study_abroad,ielts,interested_need_time,2,6.0,1,2-3
google_ads,working_professional,career_advancement,data_analysis,interested_need_time,3,1.0,1,2-3
tiktok,student_y3_y4,pass_exam,toeic,not_answering,4,1.0,1,4-5
google_ads,working_professional,career_advancement,communication_english,interested_need_time,4,8.0,1,4-5
tiktok,student_y1_y2,career_advancement,toeic,busy_call_back,8,9.0,0,6+
facebook,student_y3_y4,pass_exam,backend_nodejs,rejected,2,15.0,0,2-3
tiktok,unemployed,career_advancement,data_analysis,not_answering,1,29.0,0,1
google_ads,student_y3_y4,study_abroad,communication_english,positive_interaction,1,9.0,1,1
google_ads,parent_enrolling,study_abroad,kids_english,wrong_number,1,13.0,0,1
google_ads,student_y3_y4,career_advancement,ielts,positive_interaction,7,28.0,0,6+
facebook,student_y1_y2,pass_exam,communication_english,not_answering,3,4.0,1,2-3
google_ads,student_y3_y4,study_abroad,toeic,not_answering,4,11.0,1,4-5
tiktok,student_y1_y2,career_advancement,toeic,rejected,8,7.0,0,6+
website_organic,student_y3_y4,hobby,backend_nodejs,not_answering,5,1.0,1,4-5
referral,student_y1_y2,career_advancement,toeic,not_answering,2,2.0,0,2-3
google_ads,working_professional,hobby,data_analysis,rejected,5,2.0,0,4-5
google_ads,unemployed,career_advancement,data_analysis,positive_interaction,2,2.0,1,2-3
tiktok,student_y3_y4,study_abroad,communication_english,positive_interaction,1,34.0,1,1
facebook,student_y1_y2,study_abroad,ielts,not_answering,3,2.0,0,2-3
website_organic,student_y3_y4,hobby,communication_english,busy_call_back,6,13.0,0,6+
google_ads,working_professional,career_advancement,toeic,positive_interaction,4,1.0,0,4-5
facebook,working_professional,career_advancement,data_analysis,busy_call_back,2,25.0,1,2-3
facebook,student_y1_y2,study_abroad,toeic,not_answering,5,25.0,0,4-5
website_organic,student_y3_y4,hobby,communication_english,not_answering,3,35.0,0,2-3
facebook,student_y3_y4,pass_exam,communication_english,interested_need_time,4,14.0,1,4-5
facebook,student_y3_y4,pass_exam,ielts,not_answering,2,7.0,0,2-3
facebook,student_y1_y2,study_abroad,toeic,wrong_number,1,24.0,0,1
facebook,parent_enrolling,pass_exam,kids_english,not_answering,2,21.0,0,2-3
facebook,student_y1_y2,hobby,communication_english,not_answering,5,7.0,0,4-5
tiktok,student_y1_y2,hobby,frontend,rejected,8,8.0,0,6+
facebook,student_y1_y2,study_abroad,ielts,rejected,2,12.0,0,2-3
website_organic,working_professional,career_advancement,frontend,positive_interaction,1,1.0,1,1
website_organic,student_y3_y4,hobby,toeic,rejected,1,1.0,1,1
facebook,student_y1_y2,career_advancement,toeic,not_answering,4,2.0,1,4-5
facebook,student_y3_y4,study_abroad,communication_english,busy_call_back,3,0.0,1,2-3
google_ads,working_professional,hobby,toeic,not_answering,3,17.0,0,2-3
facebook,student_y3_y4,pass_exam,toeic,busy_call_back,1,15.0,1,1
facebook,parent_enrolling,pass_exam,kids_english,positive_interaction,1,2.0,1,1
referral,student_y3_y4,hobby,toeic,positive_interaction,6,2.0,1,6+
other,student_y1_y2,pass_exam,communication_english,not_answering,3,27.0,1,2-3
tiktok,parent_enrolling,pass_exam,kids_english,busy_call_back,2,12.0,0,2-3
facebook,unemployed,study_abroad,communication_english,rejected,2,0.0,0,2-3
tiktok,student_y3_y4,study_abroad,ielts,interested_need_time,2,4.0,0,2-3
tiktok,unemployed,career_advancement,communication_english,not_answering,1,10.0,0,1
facebook,student_y3_y4,pass_exam,toeic,busy_call_back,1,15.0,0,1
google_ads,student_y3_y4,hobby,toeic,busy_call_back,4,7.0,0,4-5
facebook,unemployed,career_advancement,communication_english,busy_call_back,2,2.0,1,2-3
facebook,working_professional,pass_exam,communication_english,busy_call_back,2,1.0,0,2-3
google_ads,student_y3_y4,hobby,toeic,interested_need_time,3,9.0,0,2-3
facebook,working_professional,pass_exam,toeic,busy_call_back,2,29.0,1,2-3
facebook,student_y3_y4,pass_exam,communication_english,interested_need_time,3,7.0,0,2-3
website_organic,student_y1_y2,pass_exam,communication_english,not_answering,5,11.0,0,4-5
other,parent_enrolling,study_abroad,kids_english,not_answering,2,0.0,0,2-3
google_ads,student_y3_y4,pass_exam,communication_english,busy_call_back,4,9.0,1,4-5
website_organic,working_professional,career_advancement,ielts,wrong_number,2,,0,2-3
other,working_professional,company_training,data_analysis,positive_interaction,1,0.0,1,1
facebook,working_professional,hobby,data_analysis,not_answering,1,,0,1
google_ads,student_y3_y4,study_abroad,ielts,busy_call_back,4,9.0,0,4-5
facebook,parent_enrolling,study_abroad,kids_english,interested_need_time,2,32.0,0,2-3
facebook,working_professional,career_advancement,frontend,busy_call_back,4,1.0,1,4-5
tiktok,working_professional,career_advancement,data_analysis,positive_interaction,1,6.0,1,1
google_ads,student_y3_y4,pass_exam,toeic,rejected,3,4.0,0,2-3
google_ads,student_y3_y4,hobby,toeic,not_answering,1,4.0,0,1
facebook,student_y1_y2,study_abroad,communication_english,interested_need_time,2,11.0,1,2-3
facebook,student_y3_y4,hobby,toeic,interested_need_time,3,49.0,0,2-3
referral,student_y1_y2,career_advancement,toeic,interested_need_time,1,8.0,1,1
facebook,working_professional,career_advancement,toeic,not_answering,2,15.0,0,2-3
facebook,unemployed,career_advancement,frontend,interested_need_time,3,3.0,0,2-3
facebook,student_y3_y4,pass_exam,toeic,not_answering,4,3.0,0,4-5
google_ads,student_y3_y4,study_abroad,ielts,positive_interaction,4,0.0,1,4-5
google_ads,working_professional,career_advancement,toeic,positive_interaction,1,4.0,1,1
google_ads,student_y1_y2,study_abroad,communication_english,busy_call_back,1,56.0,0,1
facebook,parent_enrolling,hobby,kids_english,rejected,2,21.0,0,2-3
facebook,student_y3_y4,study_abroad,ielts,positive_interaction,2,12.0,1,2-3
website_organic,student_y1_y2,hobby,toeic,interested_need_time,2,1.0,1,2-3
google_ads,student_y1_y2,pass_exam,toeic,rejected,2,7.0,0,2-3
google_ads,parent_enrolling,pass_exam,kids_english,positive_interaction,2,16.0,1,2-3
tiktok,student_y1_y2,pass_exam,toeic,not_answering,3,,0,2-3
tiktok,working_professional,career_advancement,ielts,interested_need_time,1,4.0,1,1
facebook,student_y1_y2,career_advancement,frontend,interested_need_time,2,16.0,0,2-3
facebook,student_y1_y2,hobby,frontend,positive_interaction,2,19.0,1,2-3
google_ads,unemployed,career_advancement,communication_english,rejected,2,7.0,0,2-3
facebook,student_y1_y2,pass_exam,toeic,busy_call_back,4,1.0,1,4-5
website_organic,student_y1_y2,career_advancement,toeic,not_answering,2,19.0,1,2-3
google_ads,student_y3_y4,pass_exam,communication_english,busy_call_back,1,5.0,1,1
tiktok,unemployed,career_advancement,communication_english,positive_interaction,5,13.0,0,4-5
website_organic,student_y3_y4,pass_exam,communication_english,busy_call_back,2,17.0,0,2-3
google_ads,student_y1_y2,pass_exam,toeic,not_answering,1,3.0,0,1
